Título,Fecha,URL_PDF
Just Transitions in the Oil and Gas Sector: Considerations for Addressing Impacts on Workers and Communities in Middle-Income Countries,"January 26, 2023",https://files.wri.org/d8/s3fs-public/2023-01/just-transitions-oil-gas-sector.pdf?VersionId=jZEr3RLHhUaUJmLXAy3Jho71hZ2scfqQ
Forest Footprint for Cities: Methods for Estimating Deforestation and Associated CO2 Emissions Embodied in Products Consumed in Cities,"January 17, 2023",https://files.wri.org/d8/s3fs-public/2023-01/forest-footprint-for-cities_0.pdf?VersionId=ZY6DcCqAUoijY5olHPwPhtfNoNeVg5bK
Pathways To Impact: Collaborating Toward an Energy Access Framework,"January 16, 2023",https://files.wri.org/d8/s3fs-public/2023-01/pathways-to-impact-collaborating-toward-energy-access-framework.pdf?VersionId=3OCXd6.1Siy1zDP1vInWNNGy76bCu7kO
Toward Credible Transport Carbon Dioxide Emissions Accounting in China,"December 23, 2022",https://files.wri.org/d8/s3fs-public/2023-01/toward-credible-transport-co2-emissions-accounting-china.pdf?VersionId=9MUbUJTjT7f3HfeYIDPGgmOt32b_qMEi
Technical Note for a Dataset of U.S. School Bus Fleets,"December 23, 2022",https://files.wri.org/d8/s3fs-public/2024-06/technical-note-dataset-us-school-bus-fleets-2.pdf?VersionId=Y8UHY9Vfkb5myrpEtMRKFRI1O1LCZofV
Urban Blue-Green Conundrum: A 10-City Study on the Impacts of Urbanization on Natural Infrastructure in India,"December 19, 2022",https://files.wri.org/d8/s3fs-public/2022-12/urban-blue-green-conundrum-wri-india.pdf?VersionId=xLTYN2t0OhUfitJpffYCDj9NxCuNL9uf
Physically Fit? How Financial Institutions Can Better Disclose Climate-Related Physical Risks in Line with the Recommendations of the TCFD,"December 5, 2022",https://files.wri.org/d8/s3fs-public/2022-12/physically-fit-financial-institutions-disclose-climate-related-physical-risks-tcfd.pdf?VersionId=zOMaSttQQs.hDbNNIOpxrXJS85UHPlbf
Smart Charging and Consumer Behavior in the United States,"November 30, 2022",https://files.wri.org/d8/s3fs-public/2022-11/smart-charging-consumer-behavior-united-states.pdf?VersionId=UzeTO2U7i4PHJmSDFjRFg5qfGinxVf2f
Multi-Stakeholder Consultations on Sustainable Urban and Peri-urban Agriculture in India,"November 30, 2022",https://files.wri.org/d8/s3fs-public/2023-07/supa-bangalore-conference-proceedings.pdf?VersionId=OHI3BCea9azeeTA0slTV.aGy35PN8kGD
"Better Forests, Better Cities","November 29, 2022",https://files.wri.org/d8/s3fs-public/2022-11/better-forests-better-cities-report.pdf?VersionId=rHfwZa_27N8MsviLakrokjmqI2EjpTZt
Co-Creating Pathways to Reduce Food Losses in the Tomato Supply Chain in Madhya Pradesh a Multi-Stakeholder Consultation,"November 18, 2022",https://files.wri.org/d8/s3fs-public/2024-01/co-creating-pathways-tomato-supply-chain-madhya-pradesh.pdf?VersionId=AOiav_4u3RL0iKvKhoBOm_PpmfFCBUIS
Flood Risk in Mumbai – Consultative Stakeholder Workshop,"November 16, 2022",https://files.wri.org/d8/s3fs-public/2022-11/flood-workshop-conference-proceedings-wri-india.pdf?VersionId=sPRdeoWsPQZ8vU_5CEpcnWIKbGBNuvuK
Toward Responsible and Informed Ocean-Based Carbon Dioxide Removal: Research and Governance Priorities,"November 15, 2022",https://files.wri.org/d8/s3fs-public/2022-11/towards-responsible-and-informed-ocean-based-carbon-dioxide-removal.pdf?VersionId=BfTFvyudHQBj5CSRRlHg1PDZX84M7Qt.
Zero-Emission Delivery Zones: Decarbonizing Urban Freight and Goods Delivery in U.S. Cities,"November 14, 2022",https://files.wri.org/d8/s3fs-public/2022-11/zero-emission-delivery-zones.pdf?VersionId=ULdVbUJL_Alz4tTB4v.8vNEuyK9aaTdO
Analysis of Ocean-Based Climate Action in Nationally Determined Contributions,"November 11, 2022",https://files.wri.org/d8/s3fs-public/2022-11/analysis-ocean-based-climate-action-ndcs-technical-note.pdf?VersionId=Vd3BJeVlVsbsow5uetkIFRVYtD8raRV3
Ocean-Based Climate Action in New and Updated Nationally Determined Contributions,"November 9, 2022",https://files.wri.org/d8/s3fs-public/2022-11/ocean-based-climate-action-ndcs.pdf?VersionId=zDTcLITGIc5.sIWS7YyzGFp7YkDLGt3G
Our Solar Future — Roadmap to Mobilize USD 1 Trillion by 2030,"November 9, 2022",https://files.wri.org/d8/s3fs-public/2022-11/our-solar-future.pdf?VersionId=p3X5hh6u.mHtDdpQf5VAWcozV867E2fe
"The Triple Dividend of Building Climate Resilience: Taking Stock, Moving Forward","November 7, 2022",https://files.wri.org/d8/s3fs-public/2022-11/triple-dividend-climate-finance.pdf?VersionId=eWpTL9Q41jtpDXqg98FFdF6x8V.Fyqo1
Mainstreaming Climate Change in Ethiopia’s Planning Process,"November 4, 2022",https://files.wri.org/d8/s3fs-public/2022-11/mainstreaming-climate-change-ethiopias-planning-process.pdf?VersionId=FiyZ65WLbDQEXg.4CpaokiVbob7Jut81
Nature-Based Solutions in Sub-Saharan Africa for Climate and Water Resilience,"November 3, 2022",https://files.wri.org/d8/s3fs-public/2022-11/nature-based-solutions-sub-saharan-africa-climate-water-resilience.pdf?VersionId=59djiV9PRGZlsPEdGvdNvYZLj1MmIAsz
Paying for the Paris Agreement: A Primer on Government Options for Financing Nationally Determined Contributions,"November 3, 2022",https://files.wri.org/d8/s3fs-public/2022-11/paying-paris-agreement.pdf?VersionId=Yc.idZ6NMkKMpH42RKGfmZqU.2qOSf23
Aggregating the Impacts of Non-State and Subnational Climate Actions: An Exploration of Methods,"October 31, 2022",https://files.wri.org/d8/s3fs-public/2022-10/working-paper-aggregating-impacts-non-state-and-subnational-climate-actions.pdf?VersionId=ctc4bBO2Ll5G8o0KIbHYxw3EdzywEdtI
Methodology Underpinning the State of Climate Action Series,"October 26, 2022",https://files.wri.org/d8/s3fs-public/2022-10/methodology-underpinning-state-climate-action-series.pdf?VersionId=UWBSBboM14OaJIg.zDZTVeCsKBv3m3KV
State of Climate Action 2022,"October 26, 2022",https://files.wri.org/d8/s3fs-public/2022-10/state-of-climate-action-2022.pdf?VersionId=sfihZTSIzbzenOLt565PlXldO2L5jTLg
Not Just Carbon: Capturing All the Benefits of Forests for Stabilizing the Climate from Local to Global Scales,"October 24, 2022",https://files.wri.org/d8/s3fs-public/2022-10/not-just-carbon.pdf?VersionId=wAMy6XqQlQ.XlvkpFEfhIrMuVIgnBeQ.
The State of Nationally Determined Contributions: 2022,"October 19, 2022",https://files.wri.org/d8/s3fs-public/2022-10/state-of-ndcs-2022.pdf?VersionId=VqrCpyQHmf5utPcHCScbqeTgU2p2SOam
Aligning Policy-Based Finance with the Paris Agreement,"October 17, 2022",https://files.wri.org/d8/s3fs-public/2022-10/aligning-policy-based-finance-paris-agreement_1.pdf?VersionId=R9ShYJxhMu5CW3wdtwyBZ6SWXBaLQGbK
A Summary of Expert Perspectives on Safety Readiness of Electric Vehicle Batteries in India,"October 14, 2022",https://files.wri.org/d8/s3fs-public/2022-10/Battery-Safety-Conference-Proceedings_0.pdf?VersionId=HJWhPMfJQ9sdgkCxfW6BP3fPqUCNCdWp
NDC Enhancement: Opportunities Through Water,"October 7, 2022",https://files.wri.org/d8/s3fs-public/2022-10/NDC-enhancement-opportunities-through-water.pdf?VersionId=ILDnn.n.qbE9XwMeK3c7b02btfGNZe9W
Financing Sustainable Watershed Management in Ethiopia: Exploring Innovative Financing Strategies for Nature-Based Solutions,"October 4, 2022",https://files.wri.org/d8/s3fs-public/2022-10/financing-sustainable-watershed-management-ethiopia-nature-based-solutions.pdf?VersionId=1M15u0tyc80NDScztkECihlkfk6.DRwe
Decarbonizing Hong Kong’s Roads: Pathways Towards a Net-Zero Road Transport System,"September 30, 2022",https://files.wri.org/d8/s3fs-public/2023-01/decarbonising-hong-kongs-roads.pdf?VersionId=8T6PQsezO0.zyt7qTwflt118sJoASRb8
Sustainable Urban Mobility in the NDCs: The Essential Role of Public Transport,"September 28, 2022",https://environmentaldocuments.com/fedex-2022-23-annual-report.pdf
Integration of an Energy Modeling Tool in a State’s Power Sector Planning Process—A Tamil Nadu Case Study,"September 16, 2022",https://files.wri.org/d8/s3fs-public/2022-09/integration-energy-modeling-tool.pdf?VersionId=orxkxhgBa6R3UIbM6iYESzdHwRijas_2
Federal Policy Building Blocks to Support a Just and Prosperous New Climate Economy in the United States,"September 12, 2022",https://files.wri.org/d8/s3fs-public/2022-09/federal-policy-building-blocks-support-just-prosperous-new-climate-economy-united-states_0.pdf?VersionId=6S8uqr9_OIpnLpz8rqEZW8i4HKll7AsE
Unlocking Early-Stage Financing for SDG Partnerships,"September 9, 2022",https://files.wri.org/d8/s3fs-public/2022-09/unlocking-early-stage-financing-for-sdg-partnerships.pdf?VersionId=pY1yOj1HuBrIJgab7OfUCIHQTF4ar9gR
Developing an Electric Mobility Roadmap: International Experiences from Subnational Case Studies for Vietnamese Cities,"August 12, 2022",https://files.wri.org/d8/s3fs-public/2022-08/developing-electric-mobility-roadmap-subnational-case-studies-vietnamese-cities.pdf?VersionId=U2XPE7PXtXLWhOl9d7USTPdv0By.naDW
Distributed Solar Energy and Hydrogen Development in the Guangdong–Hong Kong–Macau Greater Bay Area,"August 8, 2022",https://files.wri.org/d8/s3fs-public/2022-12/distributed-solar-energy-hydrogen-development-guangdong-hong-kong.pdf?VersionId=95VCwIi7G4yz70XTDL_cDc.fyE9q4Vdv
Just Transition and Skill Development in the Electric Vehicle Industry,"August 5, 2022",https://files.wri.org/d8/s3fs-public/2022-08/conference-proceedings-just-transition-and-skill-development-in-the-ev-industry-wri-india.pdf?VersionId=4.l1d.yeccnseNJHbRfGSkPNrqU2qDCA
Global Protocol for Community-Scale Greenhouse Gas Inventories: Supplemental Guidance for Forests and Trees,"July 28, 2022",https://files.wri.org/d8/s3fs-public/2022-07/global-protocol-community-scale-ghg-inventories-guidance.pdf?VersionId=TizeRWpDRA1h6GyT8.YlrGRIXiaiLIK.
Benefits of Local Government Aggregation of Clean Energy Resources: Emerging Opportunities Under FERC Order Number 2222,"July 28, 2022",https://files.wri.org/d8/s3fs-public/2022-07/benefits-local-government-aggregation-clean-energy-resources-ferc-order-number-2222.pdf?VersionId=6Z2vusrv6wc6s42pOP6wxFRYjIJzzLjZ
Locally Led Adaptation: From Principles to Practice,"June 28, 2022",https://files.wri.org/d8/s3fs-public/2022-07/locally-led-adaptation-from-principles-to-practice.pdf?VersionId=iB9VdBK4g7LbBuglZlWCBI3dLUD7K1FW
Winds of Change: Learnings for the Indian Offshore Wind Energy Sector,"June 27, 2022",https://files.wri.org/d8/s3fs-public/2022-08/winds-change-learnings-indian-offshore-wind-energy-sector.pdf?VersionId=bfO3E00waxbaQG6hdyKBX4TwwdO2BoRI
Identifying Cool Food Meals,"June 27, 2022",https://files.wri.org/d8/s3fs-public/2025-05/identifying-cool-food-meals-change-log-may-2025.pdf?VersionId=n2ZwSfDiSnLXPKFkYTQynKOn3rgVzzqy
"Bioeconomy for the Amazon: Concepts, Limits and Trends for a Proper Definition of the Tropical Forest Biome","June 20, 2022",https://files.wri.org/d8/s3fs-public/2022-07/bioeconomy-for-amazon-EN.pdf?VersionId=4jpqEWuO2SlDH096vx3zF_n_k4ZkSR87
From Knowing to Doing: Operationalizing the 100 Questions for Air Quality Initiative,"June 17, 2022",https://files.wri.org/d8/s3fs-public/2022-06/from-knowing-to-doing-operationalizing-100-questions-air-quality-initiative.pdf?VersionId=huUuBVZJIR5H2Dop0qJKY4x7LQL70RBU
Timber Traceability: A Management Tool for Governments — Case Studies from Latin America,"June 17, 2022",https://files.wri.org/d8/s3fs-public/2022-06/timber-traceability-tool-governments-case-studies-latin-america.pdf?VersionId=A8Dsn9A2IB15bcdSdbQL0HzPF3RVaRLb
Renewable Energy Procurement Perceptions among Commercial and Industrial Consumers: Current Practices and Future Possibilities,"June 8, 2022",https://files.wri.org/d8/s3fs-public/2022-08/renewable-energy-procurement-perceptions-commercial-industrial-consumers.pdf?VersionId=J2quc7f607LTKGc.c_vsPrlTexyB.g.m
Beyond Net Zero: How to Mobilize Passive Investing Towards Paris Alignment With a Focus on the United States,"June 7, 2022",https://files.wri.org/d8/s3fs-public/2022-06/beyond-net-zero-passive-investing-paris-alignment.pdf?VersionId=SVq2p7cQ3dFOnKemEorWTKynSvy6d67T
Making Food Waste Socially Unacceptable: What Behavioral Science Tells Us About Shifting Social Norms to Reduce Household Food Waste,"June 6, 2022",https://files.wri.org/d8/s3fs-public/2022-06/making-food-waste-socially-unacceptable.pdf?VersionId=VPg.WPRt909kj_f3E.TcrL9kVrtm9veV
Clean Air Action: Applications of Citizen Science to Identify and Address Air Pollution Emission Sources,"June 1, 2022",https://files.wri.org/d8/s3fs-public/2022-06/clean-air-action-citizen-science-air-pollution-emission-sources.pdf?VersionId=wjyo.8YknCnhDqFFnhqEAwUc7pjLecdG
Decarbonizing China’s Road Transport Sector: Strategies Toward Carbon Neutrality,"May 26, 2022",https://files.wri.org/d8/s3fs-public/2022-05/decarbonizing-china-road-transport-sector.pdf?VersionId=n92NYycEWUXubH7VSYTwpSeiJ2k8D1UB
Supply and Demand Scenarios for Tamil Nadu’s Electricity Mix to 2030: Implications for the State’s Energy Transition,"May 23, 2022",https://files.wri.org/d8/s3fs-public/2022-05/energy-simulation-tamil-nadu.pdf?VersionId=gQNB6RWIpqHGj6I4P6WSBQflU77oeOmZ
"Stories from the Living Lab, 2017–2018: A Look at Sustainability in Waste Management, Bike Commuting, and Investments","May 18, 2022",https://files.wri.org/d8/s3fs-public/2022-05/stories-from-living-lab-2017-2018_0.pdf?VersionId=AsGAKYoTZm2ly.o.AcrLCQksqWGEjweB
Direct Air Capture: Assessing Impacts to Enable Responsible Scaling,"May 4, 2022",https://files.wri.org/d8/s3fs-public/2022-05/responsibly-scaling-direct-air-capture-2-pager.pdf
The Potential for Nature-Based Solutions Initiatives to Incorporate and Scale Climate Adaptation,"April 28, 2022",https://files.wri.org/d8/s3fs-public/2022-04/potential-for-nature-based-solutions-initiatives.pdf?VersionId=DEk9m2LMC2P2keCWb.zJolBINLBsby.n
"Stories Behind the Adaptation Commitments in the Nationally Determined Contributions of Cambodia, Rwanda, Colombia, and Fiji","April 22, 2022",https://files.wri.org/d8/s3fs-public/2022-04/stories-behind-the-adaptation-commitments-ndcs-cambodia-rwanda-colombia-fiji.pdf?VersionId=tb1IS0iybwYMPDK88jck.PlI5VoZviwe
Independent Forest Monitoring in the Congo Basin: Taking Stock and Thinking Ahead,"April 21, 2022",https://files.wri.org/d8/s3fs-public/2022-04/independent-monitoring-congo-basin.pdf?VersionId=XBj8nw5qoKFFRxrLFF.qWe0O5PfXeiUo
The Impacts of Wholesale Market Rules and Policies on Clean Energy Goals: A Primer for Local Governments,"March 30, 2022",https://files.wri.org/d8/s3fs-public/2022-03/impacts-wholesale-market-rules-policies-clean-energy-goals-primer-local-governments.pdf?VersionId=LpzRCEAQtF9.A4NCyZvLdQXCC.PS3uhv
The Role of Assisted Natural Regeneration in Accelerating Forest and Landscape Restoration: Practical Experiences from the Field,"March 29, 2022",https://files.wri.org/d8/s3fs-public/2022-03/assisted-natural-regeneration-accelerating-forest-landscape-restoration-EN_1.pdf?VersionId=F_5EhIBMXzlZ1AaK3IjWpicTvoUSprND
Benchmarking Energy Performance of Offices in Kochi,"March 28, 2022",https://files.wri.org/d8/s3fs-public/2022-03/benchmarking-energy-performance-offices-kochi.pdf?VersionId=zUvzLQtAvGCIk52hAdR8k1S2Si8rZnJE
State of the Nationally Determined Contributions: Enhancing Adaptation Ambition,"March 25, 2022",https://files.wri.org/d8/s3fs-public/2022-03/enhancing-adaptation-ambition.pdf?VersionId=bjURD1jiqWpN3TcbudG7m2G2UtD5rDIc
How the International Monetary Fund and Member Countries Can Conduct Climate-Informed Article IV Surveillance,"March 22, 2022",https://files.wri.org/d8/s3fs-public/2022-03/how-the-international-monetary-fund-and-member-countries-can-conduct-climate-informed-article-iv-surveillance.pdf?VersionId=nxBU_gdKbPSdSu9CrmAw2LBqPGU8n9YL
Estimating the Impact of Corporate Science-based Emissions Targets on India’s Nationally Determined Contribution Goals,"March 15, 2022",https://files.wri.org/d8/s3fs-public/2022-03/estimating-impact-corporate-science-based-emissions-targets-indias-nationally-determined-contribution-goals.pdf?VersionId=BC_u_9sy5HlBco.Fq2xCccXY5R.rvq6_
"Roadmap for Scaling Trees Outside Forests in India: Learnings from Select States on Policy Incentives, Enabling Conditions, and Barriers","March 10, 2022",https://files.wri.org/d8/s3fs-public/2022-03/roadmap-scaling-trees-outside-forests-india.pdf?VersionId=6dR4jQJT.TF_70rCP7EQ00jhznFyxAVc
A Green Economy Model for India: Technical Summary of Methods and Data Used,"February 25, 2022",https://files.wri.org/d8/s3fs-public/2024-11/green-economy-model-india-version-2.pdf?VersionId=enNxHbQtlUouRr9dU_19zKUcAi0hFXsE
ImpactAr Tool: Valuing Air Quality Health Impacts of Urban Bus Fleet Changes in Brazil (2022),"February 23, 2022",https://files.wri.org/d8/s3fs-public/2022-02/impactar-technical-note-2022.pdf?VersionId=gFvX8nRbda7_n2Fy06Wzuh5tBChFsyAo
"Shifting Household Energy Use in Bangalore, India: Using Behaviorally Informed Energy Reports","February 22, 2022",https://files.wri.org/d8/s3fs-public/2022-02/shifting-household-energy-use-bangalore-india.pdf?VersionId=PoVzkGgFzXGSd3OCSAqT2Cu6KGgs.gC0
China Overseas Finance Inventory Database,"February 22, 2022",https://files.wri.org/d8/s3fs-public/2023-10/2023%20COFI_v2.2%20Change%20Log.pdf?VersionId=kSO278QDOZ_EkGog_Q3lHD4QeHN4pW8y
State of Research & Development in Electric Vehicle Battery Technology,"February 18, 2022",https://files.wri.org/d8/s3fs-public/2022-03/state-of-research-and-development-in-electric-vehicle-battery-technology.pdf?VersionId=jimRydTZw0.1Yhg0vKLAlozIMLfIIcgu
Learnings for Tamil Nadu From Grid-Connected Agricultural Solar Photovoltaic Schemes in India,"February 15, 2022",https://files.wri.org/d8/s3fs-public/2022-02/learnings-tamil-nadu-grid-connected-agricultural-solar-pv-schemes-india.pdf?VersionId=CpQi525HSNpty6aduclM3aJilhLU6zOJ
Healing the Wounded Land: The Role of Public Economic Incentives in Scaling Up Restoration Efforts in Six Latin American Countries,"February 9, 2022",https://files.wri.org/d8/s3fs-public/2022-02/healing-wounded-land-EN.pdf?VersionId=3piZ1SSD6Lu5Zxoi1QUOaaeOEaTARkz.
Environmental Messages Promote Plant-Based Food Choices: An Online Restaurant Menu Study,"February 1, 2022",https://files.wri.org/d8/s3fs-public/2022-02/environmental-messages-promote-plant-based-food%20choices-an-online-restaurant-menu-study.pdf?VersionId=LXYASe35.dMpmyekrLFJohs389Y8wG_x
Developing Enterprise Water Targets Informed by Local Contexts: Cargill’s Approach,"January 11, 2022",https://files.wri.org/d8/s3fs-public/2022-01/developing-enterprise-water-targets-local-contexts-cargills-approach.pdf?VersionId=addTqfyvXv5rMSfB1pRFcElCoxb9NoQ5
Sustainable Development Impacts of Renewable Power: Insights from Three Indian States,"January 10, 2022",https://files.wri.org/d8/s3fs-public/2022-01/sustainable-development-impacts-of-renewable-power-insights-from-three-indian-states.pdf?VersionId=ztn_lYgJOS9.4WQkZZtD0y6T803FhclL
Pathways for Decarbonizing India’s Energy Future: Scenario Analysis Using the India Energy Policy Simulator,"December 24, 2021",https://files.wri.org/d8/s3fs-public/2022-01/pathways-decarbonizing-indias-energy-future-scenario-analysis-using-india-energy-policy-simulator.pdf?VersionId=HnAbyhEZ1Pq4LQcq2rZCXu7vxC9mTPtt
"A Tool for Designing Policy Packages To Achieve India’s Climate Targets: Methods, Data, and Reference Scenario of the India Energy Policy Simulator","December 20, 2021",https://files.wri.org/d8/s3fs-public/2021-12/tool-policy-packages-indias-climate-targets_0.pdf?VersionId=HQQIrDqKhHU405msl40RzRz0nm_dtkFj
"From COVID-19 Response to Sustainable Redesign: How Decarbonization, Circular Economy, and Decentralization Can Guide the Transition and Strengthen National Climate Objectives","December 16, 2021",https://files.wri.org/d8/s3fs-public/2021-12/from-covid-19-response-to-sustainable-redesign.pdf?VersionId=TI8OyM_B3Y9v92nlh7nvTnP2oAjSe0vH
Building Blocks for a Low-Carbon Economy: Catalytic Policy and Infrastructure for Decarbonizing the United States by 2050,"December 15, 2021",https://files.wri.org/d8/s3fs-public/2021-12/building-blocks-low-carbon-economy.pdf?VersionId=FUmz9.KGjD5GPfem3mLB6P15hzDj9Gyj
Assessing Physical Climate Risks for the European Bank for Reconstruction and Development's Power Generation Project Investment Portfolio,"December 9, 2021",https://files.wri.org/d8/s3fs-public/2021-11/assessing-physical-risks-european-bank.pdf?VersionId=3c.B94pePo8fnuchFRpkrtPOXIjbam3n
Pole-Mounted Electric Vehicle Charging: Preliminary Guidance for a Low-Cost and More Accessible Public Charging Solution for U.S. Cities,"November 30, 2021",https://files.wri.org/d8/s3fs-public/2021-11/pole-mounted-electric-vehicle-charging-preliminary-guidance.pdf?VersionId=xNjP5je_Ohc5WnFVVCbxWGmmk_vMIqpu
Addressing Energy Equity in the United States: Policy Considerations for Federal Investment,"November 29, 2021",https://files.wri.org/d8/s3fs-public/2021-11/energy-equity-united-states.pdf?VersionId=dIWzPo.M0qXoKLDixuPAohcv70.kcTYJ
Integrating Electricity Priorities into Healthcare and Education in India: A Review of National and Subnational Policies,"November 24, 2021",https://files.wri.org/d8/s3fs-public/2021-11/energy%20policy-education-healthcare-education-india-working-paper.pdf?VersionId=KTY4L3WXyILSXIHPcLYb2WojoftwDDNn
Enhancing NDCs and COVID-19 Recovery: Synergies in the Power Sector,"November 23, 2021",https://files.wri.org/d8/s3fs-public/2021-11/enhancing-ndcs-covid-19-recovery-syneries-power-sector.pdf?VersionId=r664M_kDNIQvS3OK6K3TNk_zHpUvUUSa
Powering a Carbon-Free Hong Kong: Pathways towards a Net-Zero Emissions Power System for Hong Kong,"November 21, 2021",https://files.wri.org/d8/s3fs-public/2022-12/pathways-towards-net-zero-emissions-power-system-hong-kong.pdf?VersionId=adzqtycbMxAlIL4zZ5eaqo9hh6srzGiO
"Electrifying Ride-Hailing in the United States, Europe, and Canada: How to Enable Ride-Hailing Drivers to Switch to Electric Vehicles","November 10, 2021",https://files.wri.org/d8/s3fs-public/2021-11/electrifying-ride-hailing-vehicles-unites-states-europe-canada.pdf?VersionId=e6PhTmmNWbavTauieNfz4chQG74UsJw0
Achieving Social Equity in Climate Action: Untapped Opportunities and Building Blocks for Leaving No One Behind,"November 10, 2021",https://files.wri.org/d8/s3fs-public/2021-11/achieving-social-equity-climate-action.pdf?VersionId=k1xcA2QYZm42dCEb4KeeDkTSXqzl4LI7
Accelerating Climate-resilient Infrastructure Investment in China,"November 9, 2021",https://files.wri.org/d8/s3fs-public/2021-11/accelerating-climate-resilient-infrastucture-investment-china-executive-summary.pdf?VersionId=qW85MoqFpAMJrL9yEDH.M4AN4Dkwy3of
Safe Bicycle Lane Design Principles: Responding to Cycling Needs in Cities during COVID and Beyond,"November 8, 2021",https://files.wri.org/d8/s3fs-public/2022-09/safe-bicycle-lane-design-principles.pdf?VersionId=SiqIPBKTL9damSMs5LqYC3HtVnQSqxm_
Roadmap to Net Zero: Delivering Science-Based Targets in the Apparel Sector,"November 5, 2021",https://files.wri.org/d8/s3fs-public/2021-11/roadmap-net-zero-delivering-science-based-targets-apparel-sector.pdf?VersionId=LxrwUSv9dHytM7zybuQgoJ8LUHBZVgM1
Financing Climate Action and the COVID-19 Pandemic: An Analysis of 17 Developing Countries,"October 28, 2021",https://files.wri.org/d8/s3fs-public/2021-10/financing-climate-action-covid-19-pandemic.pdf?VersionId=TMOS7TyYBnE9FAhjVZWubqBGrc_k1ycm
State of Climate Action 2021: Systems Transformations Required to Limit Global Warming to 1.5°C,"October 28, 2021",https://files.wri.org/d8/s3fs-public/2021-10/state_climate_action_2021.pdf?VersionId=QBSICe3wSlKmOHc1rYyhdx3j3iSCqual
World Heritage forests: Carbon sinks under pressure,"October 26, 2021",https://files.wri.org/d8/s3fs-public/2023-01/world-heritage-forests-carbon-sinks-under-pressure.pdf?VersionId=S8UbY_5x5vAyzUPyvKkoaDyjsWG12VKz
Toward More Effective Implementation of the Paris Agreement: Learning from 30 years of experience,"October 26, 2021",https://files.wri.org/d8/s3fs-public/2021-10/toward-more-effective-implementation-of-the-paris-agreement-learning-from-30-years-of-experience.pdf?VersionId=biQB1QIcZBqJx9TnhZqBLQHrsHUTllfq
Technological Pathways for Decarbonizing Petroleum Refining,"October 21, 2021",https://files.wri.org/d8/s3fs-public/2021-10/technological-pathways-decarbonizing-petroleum-refining.pdf?VersionId=oCHsIJ44.gemRzzrXlix7dYSIQD0OFrW
Seven Transformations for More Equitable and Sustainable Cities,"October 19, 2021",https://files.wri.org/d8/s3fs-public/2021-10/transformations-equitable-sustainable-cities.pdf?VersionId=eDW1GgIXYhwUmdNluUMul9LuMsns3MRX
The Green Jobs Advantage: How Climate-friendly Investments Are Better Job Creators,"October 18, 2021",https://files.wri.org/d8/s3fs-public/2021-10/the-green-jobs-advantage-how-climate-friendly-investments-are-better-job-creators.pdf?VersionId=_4g3pkXM5qB8_DEy1MhhbF8AloDhqGUY
Nature-Based Solutions in Latin America and The Caribbean: Regional Status and Priorities for Growth,"October 12, 2021",https://files.wri.org/d8/s3fs-public/2021-10/nature-based-solutions-in-latin-america-and-the-caribbean-regional-status-and-priorities-for-growth_1.pdf?VersionId=.3xcu8Ruodnxf5mw9wCUAYgdEK6evOMa
Nature-Based Solutions in Latin America and the Caribbean: Support From the Inter-American Development Bank,"October 12, 2021",https://files.wri.org/d8/s3fs-public/2021-10/nature-based-solutions-in-latin-america-and-the-caribbean-support-from-the-inter-american-development-bank_0.pdf?VersionId=Ts3XB_gso0yCgcGKWNY5UbHZcv_blC8r
Nature-Based Solutions in Latin America and the Caribbean: Financing Mechanisms for Replication,"October 12, 2021",https://files.wri.org/d8/s3fs-public/2023-02/nature-based-solutions-in-latin-america-and-the-caribbean.pdf?VersionId=z6T9TzlTa4koLLllZVFOnimi0UMbZJ5j
"Business Air Travel and Climate: Changing Behaviors Before, During, and Beyond the COVID-19 Pandemic","October 12, 2021",https://files.wri.org/d8/s3fs-public/2021-10/business-air-travel-climate-pre-post-covid.pdf?VersionId=HkF1KbWNP60SgAYeM5SfZ7xwU6AcCjvI
A Breakdown of Developed Countries’ Public Climate Finance Contributions Towards the $100 Billion Goal,"October 5, 2021",https://files.wri.org/d8/s3fs-public/2021-10/breakdown-developed-countries-public-climate-finance-contributions-towards-100-billion.pdf?VersionId=0luvOD5zVLLxxfRpWad_DyFC3Qh4sjd0
Investing in Native Tree Species and Agroforestry Systems in Brazil: An Economic Valuation,"September 30, 2021",https://files.wri.org/d8/s3fs-public/2021-09/investing-in-native-tree-species-and-agroforestry-systems-in-brazil-an-economic-valuation_0.pdf?VersionId=hJM3RcchRFrrTM_re_iP92iZ9Ic2ksQB
"Impact-Driven Investing in New Mobility Enterprises: Perspectives from Kampala, Uganda, and Hyderabad, India","September 27, 2021",https://files.wri.org/d8/s3fs-public/2021-09/impact-driven-investing-new-mobility-enterprises.pdf?VersionId=d3cZ_E_BJq0wC2AnS..7YtA2RAqSYcQ6
Insights on the First 29 Long-term Climate Strategies Submitted to the United Nations Framework Convention on Climate Change,"September 20, 2021",https://files.wri.org/d8/s3fs-public/2021-09/insights-first-29-long-term-climate-strategies-submitted-united-nations-framework-convention-climate-change.pdf?VersionId=XrysiiZ_Zu57EgC.iPS8ng2NRkY5CHAm
Closing the Gap: The Impact of G20 Climate Commitments on Limiting Global Temperature Rise to 1.5°C,"September 16, 2021",https://files.wri.org/d8/s3fs-public/2021-09/closing-the-gap-impact-g20-climate-commitments-limiting-global-temperature-rise-1-5c.pdf?VersionId=9HiMsiHXbWCXsMfT_WaDDA.cDeDu7p7M
